gene_name	n_lineages	n_transcripts	lineages	transcripts
SPCS3	3	2	neurons,astrocytes,microglia	ISOT-929c-1787-e164-0505:s176319950:e176332250:AP:FL,ISOT-b3a0-f3b9-b3ff-4434:s176320000:e176327400:AP:FL
SPECC1L	2	2	neurons,microglia	ISOT-3341-3e95-9783-63db:s24270800:e24417750:AP:FL,ISOT-ff80-dd51-3aee-a727:s24270800:e24330450:AP:FL
SPI1	3	3	neurons,astrocytes,microglia	ISOT-5646-41ce-dd55-372e:s47354850:e47378550:DN:FL,ISOT-66d1-a31c-5223-446b:s47354850:e47378550:AP:FL,ISOT-6b78-4bec-2263-c216:s47354850:e47378550:NC:FL
SPINK6	2	2	neurons,microglia	ISOT-3d6a-997a-97f0-0085:s148202750:e148215150:AP:FL,ISOT-a646-8aec-46ec-514e:s148203000:e148215150:AP:FL
SPINT2	3	3	neurons,astrocytes,microglia	ISOT-18d2-daf2-21ce-1c3b:s38264550:e38292500:AP:FL,ISOT-5cf6-fdf4-6755-966e:s38264550:e38292650:AP:FL,ISOT-6daf-0243-52a5-9538:s38264550:e38292500:AP:FL
SPN	2	2	neurons,microglia	ISOT-32c5-5577-67a2-e8dc:s29662950:e29665550:AP:FL,ISOT-406d-581f-bce7-fbeb:s29663250:e29670900:AP:FL
SPP1	3	17	neurons,astrocytes,microglia	ISOT-0f33-0763-3c27-d8db:s87975700:e87983550:AP:FL,ISOT-1257-c0d5-ae82-1ed0:s87975700:e87983400:NC:FL,ISOT-1b2c-f4d1-8dc4-5a21:s87975700:e87983450:EC:FL,ISOT-23b7-0e8e-e43e-c208:s87976850:e87983350:EC:FL,ISOT-313d-12f8-ad6c-5738:s87975700:e87983150:AP:FL,ISOT-345c-7e09-9f6f-1e28:s87975700:e87978050:AP:FL,ISOT-5e06-17a7-0ae9-cba4:s87975700:e87983450:AP:FL,ISOT-63f4-95a3-45e4-b567:s87975700:e87983350:EC:FL,ISOT-7323-cb9c-36b2-c5ca:s87975650:e87983450:AP:FL,ISOT-75a8-dec0-80e2-65f8:s87975700:e87983550:AP:FL,ISOT-7961-b230-395c-0478:s87975650:e87978350:AP:FL,ISOT-7aba-ea48-0072-f87e:s87975700:e87983400:EC:FL,ISOT-9a3f-f8a5-8cb9-c37f:s87975700:e87982950:NC:FL,ISOT-9ec4-9426-81ef-2852:s87975700:e87983450:EC:FL,ISOT-dbe0-3ff4-0fef-7170:s87975700:e87983350:EC:FL,ISOT-ecb0-90b4-7998-3715:s87975700:e87983350:EC:FL,ISOT-fe88-08c8-62a7-d34b:s87979150:e87983550:AP:FL
SPPL2A	2	2	neurons,microglia	ISOT-6e45-68bc-7c3d-4e76:s50704500:e50765750:AP:FL,ISOT-cbdc-e523-c631-71b3:s50702250:e50765750:AP:FL
SPRED1	3	3	neurons,astrocytes,microglia	ISOT-4a64-e699-0a22-0891:s38254750:e38354100:AP:FL,ISOT-56d4-f54a-901f-5451:s38254750:e38327850:AP:FL,ISOT-fe3d-2e9a-7af1-2dd3:s38252800:e38357250:AP:FL
SPTAN1	3	5	neurons,astrocytes,microglia	ISOT-1a4e-6b29-c581-bd4f:s128552550:e128633700:NC:FL,ISOT-5efa-b7a8-41c8-4471:s128552550:e128633700:NC:FL,ISOT-63b4-3b4c-efc6-40bf:s128627400:e128633700:AP:FL,ISOT-6d59-1f86-c02f-8983:s128552550:e128633700:NC:FL,ISOT-8dc0-ac47-e805-25e7:s128552500:e128583300:AP:FL
SPTBN1	3	5	neurons,astrocytes,microglia	ISOT-02fa-65e5-8c1f-a54e:s54457100:e54646050:AP:FL,ISOT-8615-a4ac-ae8b-126f:s54456300:e54646050:EC:FL,ISOT-cf28-b86a-8a88-2b8b:s54456350:e54669700:NC:FL,ISOT-d7ef-8abf-5322-4e50:s54558350:e54662350:AP:FL,ISOT-fa90-ffef-4895-0e2d:s54456300:e54671450:AP:FL
SPTLC1	3	2	neurons,astrocytes,microglia	ISOT-9649-3d01-32b4-4e9f:s92031100:e92115450:AP:FL,ISOT-a4d4-8043-d1e3-05b5:s92079050:e92115400:AP:FL
SQLE	3	3	neurons,astrocytes,microglia	ISOT-1ecd-d24b-5b5a-d3c9:s124998500:e125022300:AP:FL,ISOT-8b46-8484-af4a-52df:s124998450:e125022300:NC:FL,ISOT-8b4e-88ca-ef43-349d:s124998500:e125000050:AP:FL
SQSTM1	2	4	neurons,microglia	ISOT-3020-b55f-d12f-6b99:s179820900:e179837300:NC:FL,ISOT-61a2-d0a1-2f7b-3c24:s179820900:e179838100:AP:FL,ISOT-7a43-91d4-81a3-b6b3:s179820900:e179837300:NC:FL,ISOT-a3c9-18c5-ab87-03a4:s179807000:e179837300:NC:FL
SRGAP1	3	2	neurons,astrocytes,microglia	ISOT-3d10-d0a6-1c67-d430:s63843700:e64043000:AP:FL,ISOT-671e-fa33-be4d-14ee:s63843750:e64147850:AP:FL
SRP14	3	3	neurons,astrocytes,microglia	ISOT-289c-06f6-ba60-2c07:s40035650:e40039200:AP:FL,ISOT-5e04-a942-75b6-d4ee:s40036000:e40039150:EC:FL,ISOT-ffba-c863-1e07-f418:s40036000:e40039100:AP:FL
SRP19	3	2	neurons,astrocytes,microglia	ISOT-0b8d-e791-30a9-f469:s112861300:e112867950:AP:FL,ISOT-e0f3-d760-9b8a-314d:s112861250:e112869800:AP:FL
SRP54	3	2	neurons,astrocytes,microglia	ISOT-6026-d056-d4ac-c414:s34982950:e35029600:AP:FL,ISOT-6d0a-807d-5e6c-1712:s34982700:e35011600:AP:FL
SRP72	2	2	astrocytes,microglia	ISOT-43e9-6396-a704-4033:s56467600:e56503700:AP:FL,ISOT-dff0-6e79-d529-cda6:s56467600:e56502400:NC:FL
SRP9	3	4	neurons,astrocytes,microglia	ISOT-36a6-ecd8-29d5-6d50:s225761750:e225790500:AP:FL,ISOT-530f-ec69-0148-5e87:s225777850:e225790500:AP:FL,ISOT-8328-86c6-7e50-1a9c:s225777800:e225790500:AP:FL,ISOT-8bf1-8108-13eb-d3ef:s225777800:e225790500:AP:FL
SRPK1	2	2	neurons,microglia	ISOT-9350-8949-e3f3-4dcd:s35833000:e35921150:AP:FL,ISOT-bcd1-4778-2c48-67f0:s35832950:e35921100:AP:FL
SRPK2	3	2	neurons,astrocytes,microglia	ISOT-28bf-27e8-98b8-a237:s105116350:e105269050:AP:FL,ISOT-65df-77c0-7e9c-3d86:s105142400:e105389000:AP:FL
SRRM1	3	4	neurons,astrocytes,microglia	ISOT-1bca-3652-7bec-9a4c:s24643150:e24671450:NC:FL,ISOT-48f2-aa85-8ce4-5d81:s24643250:e24652550:AP:FL,ISOT-b682-5a6f-b9a8-5061:s24643300:e24673300:AP:FL,ISOT-c740-9307-1a8f-6560:s24643300:e24652550:EC:FL
SRRM2	3	4	neurons,astrocytes,microglia	ISOT-20cd-2609-c3c8-066d:s2752050:e2758550:AP:FL,ISOT-46d9-ef35-5e09-f721:s2752600:e2771400:AP:FL,ISOT-7327-b99a-b586-d3a4:s2752600:e2771450:AP:FL,ISOT-dfe3-5e48-19d2-b301:s2766900:e2771450:AP:FL
SRRM4	3	3	neurons,astrocytes,microglia	ISOT-52f2-2b61-cc05-6410:s118981450:e119157100:NC:FL,ISOT-7f76-4035-20e4-ed7c:s118981500:e119157100:NC:FL,ISOT-f718-b0b8-06af-b71c:s118981500:e119163100:AP:FL
SRSF1	2	2	astrocytes,microglia	ISOT-706c-25b0-7626-c100:s58003350:e58007300:AP:FL,ISOT-91d5-8317-9704-3a12:s58000900:e58007250:AP:FL
SRSF10	2	2	neurons,astrocytes	ISOT-3286-6f27-3636-9124:s23970950:e23980350:NC:FL,ISOT-c2a8-a1fa-2d64-fa44:s23967450:e23980350:NC:FL
SRSF11	3	3	neurons,astrocytes,microglia	ISOT-29ce-f17a-5e2c-7331:s70205700:e70250700:EC:FL,ISOT-44a0-b2b4-d089-69ef:s70205700:e70252050:NC:FL,ISOT-98dd-1954-4cab-8043:s70221350:e70253100:AP:FL
SRSF7	3	3	neurons,astrocytes,microglia	ISOT-3bc4-fb5e-06d5-ae73:s38744850:e38751400:AP:FL,ISOT-7ca7-a624-d81b-d0c4:s38743550:e38751400:AP:FL,ISOT-9d4c-9127-f9ff-9128:s38744850:e38751400:EC:FL
SSB	2	3	astrocytes,microglia	ISOT-416b-91ee-2fe8-8f56:s169798750:e169807100:AP:FL,ISOT-8b61-42b9-52eb-eda9:s169798850:e169811000:NC:FL,ISOT-93c5-78c7-0b26-07a6:s169798850:e169812100:AP:FL
SSR4	3	2	neurons,astrocytes,microglia	ISOT-2b54-7235-a37e-7f65:s153766450:e153798500:AP:FL,ISOT-e3ea-a6bb-601e-51b0:s153794650:e153798500:AP:FL
SSRP1	3	3	neurons,astrocytes,microglia	ISOT-3e14-65ee-c7f8-2963:s57325950:e57335900:NC:FL,ISOT-ed77-9f7a-d4f8-db2f:s57325950:e57335900:AP:FL,ISOT-f638-29c5-15e2-9e1b:s57325950:e57335900:NC:FL
ST13	3	2	neurons,astrocytes,microglia	ISOT-6198-43d5-aeb7-82cf:s40826100:e40856650:NC:FL,ISOT-9d1f-667e-b218-e4ac:s40824500:e40856650:AP:FL
STAB1	3	2	neurons,astrocytes,microglia	ISOT-1837-4ec8-62c9-b9c9:s52495300:e52524500:NC:FL,ISOT-be4a-4439-d759-fea7:s52523250:e52524500:EC:FL
STAM	2	2	neurons,microglia	ISOT-7a1b-abbf-a5ea-dde7:s17644150:e17716850:AP:FL,ISOT-83c0-7da7-92dc-9c9e:s17644250:e17715800:NC:FL
STARD7	3	2	neurons,astrocytes,microglia	ISOT-18aa-f642-aec9-94ee:s96184850:e96208300:NC:FL,ISOT-9979-f498-a98d-95d2:s96184850:e96208850:AP:FL
STAU1	3	3	neurons,astrocytes,microglia	ISOT-6906-b33a-1a95-7258:s49124350:e49188500:AP:FL,ISOT-6ca5-0351-2169-03b0:s49124350:e49188350:EC:FL,ISOT-f9fc-b220-8a28-f4e9:s49124350:e49188500:AP:FL
STIP1	3	2	neurons,astrocytes,microglia	ISOT-6cd9-98b8-f42b-bec0:s64186150:e64204550:AP:FL,ISOT-f9a3-8ff7-613a-866a:s64186200:e64195900:AP:FL
STK4	3	3	neurons,astrocytes,microglia	ISOT-702a-fc30-3906-6ed2:s44966500:e45080050:AP:FL,ISOT-9afb-757d-2a63-04d0:s44966400:e44972950:AP:FL,ISOT-c4eb-d2c9-437f-73d3:s44966500:e45075650:AP:FL
STMN1	3	5	neurons,astrocytes,microglia	ISOT-4e61-bbdd-4b62-b9d0:s25900550:e25906450:AP:FL,ISOT-675e-a1a7-4e81-b8eb:s25900100:e25906450:AP:FL,ISOT-a9e8-0065-f224-435c:s25900100:e25906200:AP:FL,ISOT-acc2-7797-e297-eb67:s25900550:e25907000:AP:FL,ISOT-b760-aee9-c145-ee6a:s25900550:e25905500:EC:FL
STMN2	3	2	neurons,astrocytes,microglia	ISOT-7b9c-a0c5-4dc0-7acc:s79611100:e79666200:AP:FL,ISOT-e52f-4ede-113b-192a:s79610750:e79655050:AP:FL
STMN4	3	3	neurons,astrocytes,microglia	ISOT-3c97-dcf4-bb54-3de6:s27236300:e27258450:AP:FL,ISOT-58e4-55a0-8813-12e8:s27235300:e27258450:AP:FL,ISOT-8919-f1bd-77e8-ad72:s27236300:e27259050:AP:FL
STRAP	3	2	neurons,astrocytes,microglia	ISOT-3195-6e80-cb43-ec54:s15882350:e15903450:AP:FL,ISOT-e9c8-a1fe-06ac-8379:s15882350:e15903500:AP:FL
STX7	3	2	neurons,astrocytes,microglia	ISOT-05c6-913d-8719-1e5d:s132457900:e132512900:AP:FL,ISOT-0a68-05e7-98b1-f2f3:s132445850:e132513150:AP:FL
STXBP1	3	3	neurons,astrocytes,microglia	ISOT-b1c3-941d-90c0-d0e3:s127612250:e127692750:NC:FL,ISOT-ba6e-2ee8-e942-1176:s127612250:e127692700:AP:FL,ISOT-e10b-8070-f701-630c:s127612250:e127692700:AP:FL
SUCO	2	2	neurons,microglia	ISOT-745d-fca6-a387-c3e3:s172533100:e172609850:EC:FL,ISOT-f610-0862-643e-7cc0:s172533150:e172610300:AP:FL
SUGP2	2	2	neurons,microglia	ISOT-a663-7807-3e20-a386:s18990850:e19033600:AP:FL,ISOT-cddf-8cdf-a198-3887:s18990850:e19033550:AP:FL
SUGT1	3	3	neurons,astrocytes,microglia	ISOT-26a7-1f2a-636f-a73d:s52652350:e52680100:AP:FL,ISOT-870f-871e-444d-ab91:s52652800:e52687900:AP:FL,ISOT-bd43-4060-eb96-c52e:s52652800:e52700950:AP:FL
SUMO1	3	2	neurons,astrocytes,microglia	ISOT-1768-f162-1cfb-5649:s202206150:e202238600:AP:FL,ISOT-1b02-2bfe-f99c-5e25:s202206150:e202238600:AP:FL
SUPT16H	3	3	neurons,astrocytes,microglia	ISOT-4685-7b11-bb3e-d75e:s21369400:e21384050:AP:FL,ISOT-4b88-a589-2ce0-13db:s21361050:e21384050:AP:FL,ISOT-fafb-e179-16c3-1f16:s21351450:e21384050:AP:FL
SUPT6H	3	2	neurons,astrocytes,microglia	ISOT-2a82-763e-4c66-b24a:s28662200:e28702700:AP:FL,ISOT-fd9e-7a4c-39f7-2d2b:s28661900:e28683100:AP:FL
SURF1	2	2	neurons,microglia	ISOT-3600-01f4-4742-c46b:s133351750:e133356500:AP:FL,ISOT-b746-40d2-7eac-0ecd:s133351800:e133356500:AP:FL
SURF4	3	2	neurons,astrocytes,microglia	ISOT-257b-0ef8-f9dc-8daa:s133361450:e133376100:AP:FL,ISOT-6779-2e19-a5a8-0936:s133361450:e133376200:AP:FL
SVBP	3	4	neurons,astrocytes,microglia	ISOT-a579-d3fd-8553-22b3:s42807050:e42817350:DN:FL,ISOT-aedd-4e6e-e682-6462:s42807050:e42817100:AP:FL,ISOT-aedd-4e6e-e682-6462:s42807150:e42817100:AP:FL,ISOT-fb7f-0ac3-4d45-5eb9:s42807050:e42817400:AP:FL
SVIL	3	2	neurons,astrocytes,microglia	ISOT-007b-9a81-c216-6035:s29555050:e29735950:AP:FL,ISOT-39cd-43bc-5131-b552:s29457350:e29737000:AP:FL
SWAP70	2	2	neurons,microglia	ISOT-7aec-3771-d6a1-c390:s9664050:e9751850:AP:FL,ISOT-fcb5-a1cc-5710-a101:s9664050:e9753000:AP:FL
SWI5	3	2	neurons,astrocytes,microglia	ISOT-0ae9-b338-e30a-5a8f:s128276200:e128289000:AP:FL,ISOT-adcd-57bb-984d-bd4f:s128276250:e128289000:AP:FL
SYK	3	2	neurons,astrocytes,microglia	ISOT-75d0-2af5-5a75-7b48:s90801800:e90898550:AP:FL,ISOT-ae40-ecb8-1cfb-dcfc:s90801800:e90896250:NC:FL
SYNCRIP	3	3	neurons,astrocytes,microglia	ISOT-0b2d-632d-9002-f2ae:s85612550:e85642950:EC:FL,ISOT-1bea-69f3-80a2-5fc2:s85613950:e85643000:AP:FL,ISOT-f771-c31a-80eb-8477:s85607750:e85642950:AP:FL
SYNGR1	3	2	neurons,astrocytes,microglia	ISOT-71e7-87e9-9a84-f331:s39349950:e39385600:AP:FL,ISOT-8372-be2d-277b-246b:s39349900:e39378400:AP:FL
SYNGR2	3	3	neurons,astrocytes,microglia	ISOT-1fb7-a90c-052b-280f:s78168550:e78172750:NC:FL,ISOT-f0b7-6eb8-c46a-a222:s78168550:e78172750:AP:FL,ISOT-f51b-b7c5-9338-ea94:s78168600:e78172750:NC:FL
SYPL1	3	2	neurons,astrocytes,microglia	ISOT-2269-93f5-87be-37da:s106090500:e106112350:NC:FL,ISOT-f9cd-d6a4-05f9-48e5:s106090500:e106112350:AP:FL
SYT1	3	6	neurons,astrocytes,microglia	ISOT-08fb-39bc-cfd3-1886:s78864700:e79292100:NC:FL,ISOT-68e0-35f2-1e2c-8ac8:s78864350:e79292100:AP:FL,ISOT-6e71-0dac-2370-a441:s78864750:e79292100:EC:FL,ISOT-da62-916b-812d-38c7:s78864750:e79285900:NC:FL,ISOT-e719-c99f-8a27-5234:s78864750:e79285900:EC:FL,ISOT-eb20-da13-e0ce-31d4:s78864750:e79452050:AP:FL
SYT11	3	3	neurons,astrocytes,microglia	ISOT-1045-b56e-e53b-6de9:s155859550:e155881650:DN:FL,ISOT-4a3d-4f75-9469-1011:s155859550:e155885200:AP:FL,ISOT-9640-a1a6-10f2-509e:s155859450:e155885200:AP:FL
SYT3	3	2	neurons,astrocytes,microglia	ISOT-7fc7-16dc-3c8f-4120:s50621950:e50639250:NC:FL,ISOT-bbb7-d4b6-f7b1-87ad:s50621950:e50639850:AP:FL
SYT4	3	2	neurons,astrocytes,microglia	ISOT-a0a0-6163-212d-85e5:s43267850:e43277500:AP:FL,ISOT-a93c-d44f-0d08-5272:s43274150:e43277750:AP:FL
SYT5	2	2	neurons,microglia	ISOT-463b-9a75-c34e-e576:s55171150:e55180300:AP:FL,ISOT-c3f9-4462-db10-cde7:s55171150:e55180150:DN:FL
SZRD1	3	2	neurons,astrocytes,microglia	ISOT-8e88-02b7-950a-dbf2:s16367200:e16398150:AP:FL,ISOT-d990-9829-f76d-8206:s16367200:e16398150:AP:FL
TAF15	3	3	neurons,astrocytes,microglia	ISOT-18d7-bded-b831-ddbf:s35809450:e35847250:NC:FL,ISOT-74b4-0081-a571-4547:s35809500:e35825950:AP:FL,ISOT-77c4-c1e9-6059-31df:s35809450:e35847250:AP:FL
TAF1D	3	2	neurons,astrocytes,microglia	ISOT-1af7-6810-6885-9db1:s93738250:e93741500:NC:FL,ISOT-215a-9b2d-b306-f65d:s93730250:e93741500:DN:FL
TAGLN	3	3	neurons,astrocytes,microglia	ISOT-3334-1925-e02c-4ae2:s117199350:e117207500:AP:FL,ISOT-5893-786f-767d-75cb:s117199350:e117204800:AP:FL,ISOT-d351-a55c-f6e1-a8c3:s117199350:e117204800:EC:FL
TAGLN2	3	3	neurons,astrocytes,microglia	ISOT-50b6-82ad-d2ec-84d1:s159918100:e159925600:AP:FL,ISOT-d7a3-299e-22a0-a4ac:s159918100:e159925550:AP:FL,ISOT-fe58-4710-b8bd-6988:s159918100:e159923750:AP:FL
TAGLN3	3	3	neurons,astrocytes,microglia	ISOT-4055-327c-b91a-755a:s111998900:e112013900:AP:FL,ISOT-41c8-a5d7-ddaf-d6c5:s111998700:e112013900:AP:FL,ISOT-aeb9-3381-e8b3-d988:s111999150:e112013900:AP:FL
TANK	3	3	neurons,astrocytes,microglia	ISOT-1771-f6a0-d5b7-b46f:s161136900:e161236200:AP:FL,ISOT-78cd-e6b4-0a93-7ff8:s161160400:e161236200:NC:FL,ISOT-cc7b-4271-cbca-bd56:s161160400:e161236250:AP:FL
TAOK3	3	2	neurons,astrocytes,microglia	ISOT-acac-f267-523b-9ae1:s118150950:e118190550:AP:FL,ISOT-f427-c153-71e0-c095:s118149800:e118359750:AP:FL
TARDBP	3	2	neurons,astrocytes,microglia	ISOT-0000-0000-0000-6945:s11029650:e11030550:AP:FL,ISOT-3a06-8b0a-b2fc-90b7:s11012650:e11025500:AP:FL
TARS1	3	2	neurons,astrocytes,microglia	ISOT-171d-6964-5434-e9a1:s33466750:e33468100:AP:FL,ISOT-6852-6da4-a4c5-cd47:s33440950:e33468100:AP:FL
TAX1BP1	3	6	neurons,astrocytes,microglia	ISOT-1798-2dd7-5c6b-157a:s27740150:e27829300:NC:FL,ISOT-33f2-73c1-dbb7-b832:s27740150:e27792250:NC:FL,ISOT-6212-7ade-6c00-de3f:s27740150:e27792250:EC:FL,ISOT-8878-9c9b-11e1-6332:s27740050:e27792200:AP:FL,ISOT-90e3-0f1a-fe42-f1c4:s27740150:e27829800:AP:FL,ISOT-a0e5-95fc-769f-ce58:s27740050:e27828900:AP:FL
TAX1BP3	3	2	neurons,astrocytes,microglia	ISOT-52eb-8d3c-0c28-e458:s3662850:e3669350:AP:FL,ISOT-8cf7-c2d4-d8fa-fe3f:s3662850:e3668600:AP:FL
TBC1D7	3	2	neurons,astrocytes,microglia	ISOT-527c-d785-58b2-583d:s13304950:e13328550:EC:FL,ISOT-cebf-a862-6b43-2cde:s13304950:e13328650:AP:FL
TBL2	3	2	neurons,astrocytes,microglia	ISOT-97a2-9dc6-147d-d32a:s73567500:e73578600:AP:FL,ISOT-aba6-8bfb-9bf5-b8d0:s73569650:e73578600:NC:FL
TCEA1	3	4	neurons,astrocytes,microglia	ISOT-1ed8-d2e8-ffa2-ded4:s53966550:e54022450:AP:FL,ISOT-25a6-5a89-8924-ba79:s53993650:e54022350:AP:FL,ISOT-64ca-a173-ec68-8d5e:s53970150:e54022200:NC:FL,ISOT-c418-cdda-bfb8-4af9:s53966550:e54022300:NC:FL
TCEAL4	3	2	neurons,astrocytes,microglia	ISOT-4144-4ba7-4b93-d01e:s103585550:e103587550:AP:FL,ISOT-ab81-0a37-b560-ebc7:s103585500:e103587550:EC:FL
TCEAL7	3	2	neurons,astrocytes,microglia	ISOT-8afd-0ab6-2671-aab3:s103330200:e103332100:AP:FL,ISOT-dda4-635f-69f0-ab89:s103330200:e103332350:AP:FL
TCEAL8	3	2	neurons,astrocytes,microglia	ISOT-b9b5-0c29-92d5-d857:s103252950:e103255200:AP:FL,ISOT-f14b-816f-9fc8-70a3:s103252950:e103255200:AP:FL
TCERG1	2	2	neurons,astrocytes	ISOT-597c-8926-269a-b645:s146447300:e146480250:AP:FL,ISOT-86c0-4c3f-1d4e-d8d9:s146447300:e146507950:AP:FL
TCF25	3	2	neurons,astrocytes,microglia	ISOT-8af3-e28e-03a7-85ff:s89873550:e89911400:AP:FL,ISOT-8d0e-8527-9de7-a2e0:s89873600:e89893800:AP:FL
TCF4	3	2	neurons,astrocytes,microglia	ISOT-12c0-0f82-b4b9-06b4:s55222300:e55321700:AP:FL,ISOT-889f-3f96-a1a1-dcd8:s55222300:e55321650:AP:FL
TCIRG1	3	2	neurons,astrocytes,microglia	ISOT-7b52-82f6-0ebb-42cc:s68039000:e68050900:AP:FL,ISOT-80b7-c749-ce50-227e:s68039000:e68050900:NC:FL
TCP1	3	2	neurons,astrocytes,microglia	ISOT-c38f-2027-ec86-a6ec:s159778450:e159789650:AP:FL,ISOT-e2c6-d9ad-4f30-d5c6:s159778950:e159789650:NC:FL
TECR	3	2	neurons,astrocytes,microglia	ISOT-3ed6-40de-3c47-9905:s14529550:e14566000:AP:FL,ISOT-85af-346a-1dee-8fd9:s14529550:e14566000:AP:FL
TET1	3	2	neurons,astrocytes,microglia	ISOT-b800-60e2-3a2b-2c63:s68600450:e68647650:AP:FL,ISOT-ca0e-61b6-1e95-eadd:s68560300:e68694500:AP:FL
TEX264	2	2	neurons,microglia	ISOT-2d3e-1c49-3940-7ff4:s51681700:e51704350:EC:FL,ISOT-d662-d3f7-9140-5b8b:s51671250:e51704350:AP:FL
TFAM	3	2	neurons,astrocytes,microglia	ISOT-66da-6b0e-6f98-e2d9:s58385400:e58399250:AP:FL,ISOT-6746-a96f-f1ee-ecf8:s58385400:e58395300:AP:FL
TFPT	3	2	neurons,astrocytes,microglia	ISOT-3342-fdeb-260f-f290:s54107000:e54115100:AP:FL,ISOT-a848-6022-fc23-026a:s54107000:e54115700:AP:FL
TGFB1I1	3	2	neurons,astrocytes,microglia	ISOT-7aac-343a-560c-39c7:s31472150:e31478000:EC:FL,ISOT-973d-3900-909a-ad3c:s31472150:e31478000:AP:FL
TGFBI	3	4	neurons,astrocytes,microglia	ISOT-1528-90bd-db60-8f4c:s136028950:e136063850:AP:FL,ISOT-1955-76c1-656d-37be:s136028950:e136063850:NC:FL,ISOT-26cb-d54e-a650-23ba:s136028950:e136063850:NC:FL,ISOT-9772-8735-e749-effe:s136028950:e136063850:AP:FL
TGFBR1	3	2	neurons,astrocytes,microglia	ISOT-7528-b1a4-23aa-ac5c:s99105100:e99153650:AP:FL,ISOT-ea58-1610-1597-43b3:s99105100:e99154200:AP:FL
TGFBR2	3	3	neurons,astrocytes,microglia	ISOT-349b-a1ec-3761-3388:s30606600:e30694150:AP:FL,ISOT-503d-7807-d538-29c6:s30606600:e30694150:AP:FL,ISOT-573f-cd95-9469-5064:s30606450:e30694150:AP:FL
TGOLN2	2	2	neurons,microglia	ISOT-39d4-356f-75cc-5672:s85318000:e85328300:AP:FL,ISOT-7a6a-d68b-ba20-d5d1:s85322550:e85328000:EC:FL
THBS1	3	2	neurons,astrocytes,microglia	ISOT-2275-dcdc-8bf7-7d37:s39581050:e39599500:AP:FL,ISOT-c2a0-fbc2-5c6b-af5f:s39581050:e39597500:NC:FL
THBS3	3	2	neurons,astrocytes,microglia	ISOT-70d2-e952-0946-97cc:s155195550:e155207900:AP:FL,ISOT-84cc-0864-1763-ab8c:s155195550:e155207950:NC:FL
THEM4	2	2	neurons,microglia	ISOT-19dd-09a8-f473-05d1:s151870850:e151909550:AP:FL,ISOT-dc15-e4bd-23d1-c7c0:s151874050:e151909550:AP:FL
THOC7	3	2	neurons,astrocytes,microglia	ISOT-30d0-cf67-fe75-fade:s63833850:e63863900:AP:FL,ISOT-65c5-bba3-34b4-b9d0:s63833850:e63863850:AP:FL
THUMPD3-AS1	3	2	neurons,astrocytes,microglia	ISOT-143d-2c2a-c18a-3849:s9390100:e9397500:AP:FL,ISOT-b7a9-e73a-dd69-a109:s9385800:e9397450:EC:FL
THY1	3	2	neurons,astrocytes,microglia	ISOT-b6d6-9809-f7c1-3cdb:s119415450:e119423200:AP:FL,ISOT-ce7a-213a-9e7f-eec5:s119418150:e119423200:NC:FL
THYN1	3	3	neurons,astrocytes,microglia	ISOT-0853-09b8-c5e3-dca8:s134248250:e134253400:AP:FL,ISOT-0fc6-5e45-f7f3-f9c4:s134248250:e134253250:AP:FL,ISOT-aeb2-d1cc-ac3e-14c5:s134248250:e134253400:AP:FL
TIA1	2	2	neurons,microglia	ISOT-8213-a84a-c20c-91af:s70209400:e70248700:AP:FL,ISOT-a58c-fad7-a92f-1bd8:s70209400:e70248650:AP:FL
TIMM13_LMNB2	3	2	neurons,astrocytes,microglia	ISOT-4053-a81f-6a83-4e86:s2426550:e2427950:AP:FL,ISOT-f9e5-b139-edc8-b91c:s2426550:e2427900:DN:FL
TIMM17A	2	2	astrocytes,microglia	ISOT-6479-d07d-e724-ef9a:s201955500:e201970700:AP:FL,ISOT-a310-eb4e-e168-f12a:s201955300:e201970400:AP:FL
TIMM17B	3	2	neurons,astrocytes,microglia	ISOT-1285-4779-a5e3-070c:s48893400:e48897800:AP:FL,ISOT-e69e-1f85-1028-fa1d:s48893400:e48897800:AP:FL
TIMM8B	3	2	neurons,astrocytes,microglia	ISOT-2885-9f01-a270-c725:s112085100:e112086750:NC:FL,ISOT-d05c-5262-5ab7-58f0:s112085100:e112086750:DN:FL
TIMP2	2	2	neurons,microglia	ISOT-b29d-907e-953b-7897:s78855550:e78925400:AP:FL,ISOT-f233-9cc8-1270-b3fe:s78852950:e78925400:AP:FL
TJP1	3	3	neurons,astrocytes,microglia	ISOT-0d9c-2854-f9ea-0471:s29699350:e29822550:AP:FL,ISOT-91d5-9f32-fcce-6caf:s29700150:e29821550:AP:FL,ISOT-ac5e-7584-f6a7-692a:s29700750:e29822100:AP:FL
TLE5	3	2	neurons,astrocytes,microglia	ISOT-07be-b2f3-c02a-f3a7:s3052900:e3062800:NC:FL,ISOT-a008-f396-84d9-94d0:s3052900:e3063150:AP:FL
TM2D3	3	2	neurons,astrocytes,microglia	ISOT-3c2d-e628-1d06-ad79:s101641800:e101652400:AP:FL,ISOT-45df-ca66-a5e8-d6ec:s101641800:e101652400:AP:FL
TM7SF2	3	2	neurons,astrocytes,microglia	ISOT-30be-a3d5-1d59-a40a:s65111850:e65116250:AP:FL,ISOT-b8ca-1e49-1538-1be6:s65111850:e65116250:EC:FL
